Identifier,Title#1,Description#1,Description Type#1,Description#2,Description Type#2,Description#3,Description Type#3,Subject#1,Subject Type#1,Subject#10,Subject Type#10,Subject#11,Subject Type#11,Subject#12,Subject Type#12,Subject#13,Subject Type#13,Subject#14,Subject Type#14,Subject#15,Subject Type#15,Subject#16,Subject Type#16,Subject#17,Subject Type#17,Subject#18,Subject Type#18,Subject#19,Subject Type#19,Subject#2,Subject Type#2,Subject#3,Subject Type#3,Subject#4,Subject Type#4,Subject#5,Subject Type#5,Subject#6,Subject Type#6,Subject#7,Subject Type#7,Subject#8,Subject Type#8,Subject#9,Subject Type#9,Source#1,Creator#1,Creator Type#1,Contributor#1,Contributor Type#1,Contributor#2,Contributor Type#2,Contributor#3,Contributor Type#3,Contributor#4,Contributor Type#4,Contributor#5,Contributor Type#5,Contributor#6,Contributor#7,Rights,Date#1,Format Medium#1,Format Media Type#1,Language#1,Language#2,Language#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
narv_L50-39Poetr#y24MinaLoy,Stan Brakhage presents various works of art #24,Some organ music by Otto Joachim plays. A clip of overlapping voices plays. Stan Brakhage describes Glenn Gould's work. Brakhage plays a clip of poetry. Brakhage plays clips of Jeffery A. Hoffman. Brakhage plays a clip of Russian poetry. James Mason reads Robert Browning's 'Andrea del Sarto.' Brakhage describes how artists use their mother as a muse. Ian Holm reads George Crabbe's 'His Mother's Wedding Ring.' Mina Loy reads 'Italian Pictures. and Costa Magic. A male speaker tells a personal story to Loy. Loy reads 'Brooklyn Dirty Book Festival Day 4.' The male speaker reads a poem.,Abstract,00:00 Music begins 01:48 Music ends 01:49 Audio clip begins 03:54 Audio clip ends 03:55 Brakhage begins 05:20 Brakhage ends 05:21 Audio clip begins 05:53 Audio clip ends 05:54 Brakhage begins 06:14 Brakhage ends 06:15 Jeffrey A. Hoffman begins 06:37 Hoffman ends 06:38 Brakhage begins 07:13 Brakhage ends 07:14 Hoffman begins 08:56 Hoffman ends 08:57 Brakhage begins 09:23 Brakhage ends 09:24 Hoffman begins 09:56 Hoffman ends 09:57 Audio clip begins 10:15 Audio clip ends 10:16 Brakhage begins 10:45 Brakhage ends 10:46 Audio clip begins 11:14 Audio clip ends 11:15 Brakhage begins 11:47 Brakhage ends 11:48 James Mason begins 12:47 Mason ends 12:48 Brakhage begins 13:21 Brakhage ends 13:23 Ian Holm begins 13:38 Holm ends 13:39 Brakhage begins 14:00 Brakhage ends 14:01 Mina Loy begins 16:37 Loy ends 16:38 Music begins 17:25 Music ends 17:27 Audio clip begins 27:18 Audio clip ends 27:19 Music begins 28:31 End,SegmentSequence,,,"Gould, Glenn",naf,,,,,,,,,,,,,,,,,,,,,Oral interpretation of poetry,lcsh,"Loy, Mina",naf,"Mason, James, 1909-1984",naf,"Holm, Ian, 1931-",naf,"Hoffman, Jeffrey A., 1955-",naf,,,,,,,narv_L50-39Poetr#y24MinaLoy,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086399,4606,L-50-39+Poetry+%2324+Mina+Loy.jpg
narv_L50-3Lecture11-25-74,Stan Brakhage on films about rich people,"Stan Brakhage describes city symphony films, such as 'Berlin: Symphony of a Metropolis,' 'Man with a Movie Camera,' and 'Rien que les heures.' He analyzes Alberto de Almeida Cavalcanti's 'Rien que les heures.' Brakhage also analyzes Jean Renoir's film 'The Rules of the Game.' He gives his opinion of ""the very rich."" He states that the rich take ""necessities"" and ""turn them into play."" Brakhage tells a personal story about dating a rich girl. He then answers questions about 'The Rules of the Game' and Jean Renoir. Brakhage says that those born into wealth inherit ""a guilt"" about their wealth.",Abstract,00:00 Stan Brakhage begins 13:48 Brakhage begins 13:49 Questions from the audience begin 19:15 Questions from the audience end 19:16 Brakhage begins 51:00 Brakhage ends 51:01 Questions from the audience begin 1:11:53 End,SegmentSequence,"Course title: History of Film: Sex/Death, Eisenstein, Etcetera) - The School of the Art Institute of Chicago",Venue,"Cavalcanti, Alberto",naf,,,,,,,,,,,,,,,,,,,,,"Berlin, die Symphonie der Grossstadt (Motion picture)",lcsh,Chelovek s kinoapparatom (Motion picture),lcsh,Rien que les heures (Motion picture),,"Renoir, Jean, 1894-1979",naf,Régle du jeu (Motion picture),lcsh,Rich people -- Psychology,lcsh,,,,,narv_L50-3Lecture11-25-74,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,11/25/1974,audio/mp3,Sound,English,,,1086379,4606,L-50-3+Lecture+-+11-25-74.jpg
narv_L50-40RobertCreeleyTape1,Poetry reading: Mina Loy and others - Part 1,"Continues 'Poetry reading: Mina Loy and others - Part 2.' Mina Loy reads her poem 'Joyce's Ulysses.' She tells a personal story. Basil Bunting reads some of his poems, Ian Hamilton Finlay reads some of his poems, and Robert Creeley reads some of his poems. Note: Speaker 1 is interrupted at 5:43. From 56:07- 57:45, Speaker 2 suddenly becomes very soft and difficult to hear and another voice can be heard while Speaker 2 is reading the poem.",Abstract,00:23 Mina Loy begins 03:07 Loy ends 03:08 Discussion between the speakers begins 03:49 Discussion between the speakers ends 03:55 Loy begins 05:43 Loy ends 05:57 Basil Bunting begins 1:06:53 Bunting ends 1:07:07 Ian Hamilton Finlay begins 1:22:29 Finlay ends 1:22:58 Robert Creeley begins 1:30:00 End,SegmentSequence,,,"Creeley, Robert, 1926-2005",naf,,,,,,,,,,,,,,,,,,,,,"Bunting, Basil",naf,"Poetry, Modern -- 20th century",lcsh,Poets -- 20th century,lcsh,Oral interpretation of poetry,lcsh,"Loy, Mina",naf,"Finlay, Ian Hamilton",naf,,,,,narv_L50-40RobertCreeleyTape1,"Brakhage, Stan",naf,"Loy, Mina",naf,"Bunting, Basil",naf,"Creeley, Robert, 1926-2005",naf,"Finlay, Ian Hamilton",naf,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086403,4606,L-50-40+Robert+Creeley+Tape+-1.jpg
narv_L50-40RobertCreeleyTape2,Poetry reading: Mina Loy and others - Part 2,"Mina Loy tells personal stories about her teeth and one of her husbands. She reads her poems 'Partuition' and 'Love Songs.' Loy lists the places she has traveled to and tells a personal story about a schoolteacher she had as a child. She reads four more of her poems. Speaker 2 tells a personal story about being out late at night in Pittsburgh. Loy tells a personal story about another one of her husbands. Loy begins reading her 'Joyce's Ulysses.' This file is continued in Robert Creeley Tape 1. Note: The volume is very soft in this recording. Starting from 29:36, there is a lot of static, which makes the Speaker difficult to hear. Continued on 'Poetry reading: Mina Loy and others - Part 1.'",Abstract,00:00 Mina Loy begins 29:35 Loy ends 29:36 Loy begins 1:11:58 Loy ends 1:12:08 Speaker 2 begins 1:14:17 Speaker 2 ends 1:14:18 Discussion between the speakers begins 1:35:00 End,SegmentSequence,,,"Poetry, Modern -- 20th century",lcsh,,,,,,,,,,,,,,,,,,,,,Poets -- 20th century,lcsh,Oral interpretation of poetry,lcsh,"Loy, Mina",naf,,,,,,,,,,,narv_L50-40RobertCreeleyTape2,"Brakhage, Stan",naf,"Loy, Mina",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086405,4606,L-50-40+Robert+Creeley+Tape+-2.jpg
narv_L50-40RobertCreeleyTape3,Poetry reading: Mina Loy and others - Part 3,This recording is a short excerpt from 'Poetry reading: Mina Loy and others - Part 1.' It features Mina Loy reading from James Joyce's 'Ulysses.',Abstract,00:00 Mina Loy begins 00:29 End,SegmentSequence,,,Poets -- 20th century,lcsh,,,,,,,,,,,,,,,,,,,,,Oral interpretation of fiction,lcsh,"Loy, Mina",naf,"Joyce, James, 1882-1941. Ulysses",lcsh,,,,,,,,,,,narv_L50-40RobertCreeleyTape3,"Brakhage, Stan",naf,"Loy, Mina",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086407,4606,L-50-40+Robert+Creeley+Tape+-3.jpg
narv_L50-41ChantsFeaturingGinsberg1,Allen Ginsberg chanting,"Allen Ginsberg performs traditional Buddhist chants, both in Pali and in English, including the 'Highest wisdom sutra' (or 'Heart sutra'); the Hindu mantra 'Hari Om Namo Shiva;' and his '1st American mantra,' which asks for peace in the United States and Vietnam.",Abstract,00:00 Allen Ginsberg begins 08:06 Ginsberg ends 08:15 Speaker 2 and Ginsberg begin 15:47 Speaker 2 and Ginsberg end 15:50 Ginsberg begins 22:02 End,SegmentSequence,,,"Ginsberg, Allen, 1926-1997",naf,,,,,,,,,,,,,,,,,,,,,Prajñāpāramitā,lcsh,Chanting,lcsh,First American mantra,,,,,,,,,,,,narv_L50-41ChantsFeaturingGinsberg1,"Brakhage, Stan",naf,"Ginsberg, Allen, 1926-1997",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1965,audio/mp3,Sound,English,,,1086409,4606,L-50-41+Chants+-+featuring+Ginsberg+-1.jpg
narv_L50-42Childer noise,Sound recording: children 's voices,"A clip of children babbling, laughing, coughing, and crying begins. Occasionally, something can be heard rustling in the background.",Abstract,00:00 Audio clip begins 14:39 End,SegmentSequence,,,Sound -- Recording and reproducing,lcsh,,,,,,,,,,,,,,,,,,,,,Children's voices,lcsh,,,,,,,,,,,,,,,narv_L50-42Childer noise,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1086413,4606,L-50-42+Childer+noise.jpg
narv_L50-43JimsRecorderLongShotFromLivingRoom,Sound recording: Home,A person can be heard rustling in the background. A child can be heard laughing and talking. A high-pitched noise starts occurring at regular intervals. Some glasses are being placed on a table. Some metal pieces are being scattered. Goats can be heard bleating.,Abstract,00:00 Audio clip begins 16:11 End,SegmentSequence,,,Sound -- Recording and reproducing,lcsh,,,,,,,,,,,,,,,,,,,,,Ambient sounds,lcsh,,,,,,,,,,,,,,,narv_L50-43JimsRecorderLongShotFromLivingRoom,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1086415,4606,L-50-43+Jim%27s+recorder+long+shot+from+living+room.jpg
narv_L50-44_6EvensOf12,Sound recording: 6 evens of 12,"A loud hissing noise can be heard with some computerized noises in the background. A man calls out ""Number 6"" on an intercom and tone is played continuously. A man mentions that these sounds are ""the even 6 of 12.""",Abstract,00:00 Audio clip begins 03:04 End,SegmentSequence,,,Independent filmmakers -- United States,lcsh,,,,,,,,,,,,,,,,,,,,,Sound -- Recording and reproducing,lcsh,,,,,,,,,,,,,,,narv_L50-44_6EvensOf12,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086417,4606,L-50-44+6+evens+of+12.jpg
narv_L50-46SouthHighChoir,South High Choir singing and reading poems,"The South High Choir sings Christmas carols, and poems are read by different speakers.",Abstract,"00:00 Speaker 1 begins 00:17 Speaker 1 ends 00:18 'Awake, Arise, and Hail the Morn' begins 01:39 'Awake, Arise, and Hail the Morn' ends 01:42 'Hail Mary' begins 04:45 'Hail Mary' ends 04:51 'How Great Our Joy' begins 06:17 'How Great Our Joy' ends 06:18 Speaker 2 begins 07:30 Speaker 2 ends 07:32 'Hasten Swiftly, Hasten Softly' begins 09:30 'Hasten Swiftly, Hasten Softly' ends 09:31 Speaker 3 begins 10:29 Speaker 3 ends 10:31 'Shiloh' begins 11:42 'Shiloh' ends 11:44 Speaker 3 begins 12:52 Speaker 3 ends 12:54 South High Choir begins 14:42 South High Choir ends 14:44 Speaker 2 begins 15:22 Speaker 2 ends 15:24 South High Choir begins 16:58 South High Choir ends 16:59 Speaker 2 begins 17:27 Speaker 2 ends 17:29 'Carol of the Bells' begins 18:52 'Carol of the Bells' ends 18:53 Speaker 3 begins 19:56 Speaker 3 ends 19:57 South High Choir begins 23:50 South High Choir ends 23:51 Speaker 2 begins 25:45 Speaker 2 ends 25:46 'Silent Night' begins 27:52 'Silent Night' ends 27:54 Speaker 1 begins 28:26 End",SegmetnSequence,,,Oral interpretation of poetry,lcsh,,,,,,,,,,,,,,,,,,,,,Singing -- United States -- 1960-1970,lcsh,Christmas carols,lcsh,Choirs (Music) -- United States,lcsh,,,,,,,,,,,narv_L50-46SouthHighChoir,"Brakhage, Stan",naf,South High Choir,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086419,4606,L-50-46+South+High+Choir.jpg
narv_L50-47BrakhageInterviewKansas3-14-80_1,Stan Brakhage on the film industry and teaching film making - Part 1,"Stan Brakhage describes his inspiration to go into filmmaking and summarizes his childhood. He describes the influence Sigmund Freud had on his art. He mentions his disillusionment with higher education. Brakhage describes the restrictions placed on Hollywood directors and mentions how they are ""beaten out"" by Hollywood. He describes how the differences between Hollywood and independent filmmakers. Brakhage states that Hollywood films are like prose and independent films are like poetry. However, neither one is better than the other. Brakhage gives his opinion on video and television. He gives a prediction of the future of art. Continued on 'Stan Brakhage on the film industry and teaching film making - Part 2.'",Abstract,00:00 Speaker 2 begins 00:03 Speaker 2 ends 00:04 Stan Brakhage begins 01:21 Brakhage ends 01:22 Speaker 2 begins 01:28 Speaker 2 ends 01:29 Brakhage begins 03:58 Brakhage ends 03:59 Speaker 2 begins 04:18 Speaker 2 ends 04:19 Brakhage begins 6:04 Brakhage ends 06:05 Speaker 2 begins 06:21 Speaker 2 ends 06:22 Brakhage begins 09:10 Brakhage ends 09:11 Speaker 2 begins 09:21 Speaker 2 ends 09:22 Brakhage begins 14:08 Brakhage ends 14:09 Speaker 2 begins 14:21 Speaker 2 ends 14:22 Brakhage begins 18:47 Brakhage ends 18:48 Speaker 2 begins 18:54 Speaker 2 ends 18:55 Brakhage begins 22:24 Brakhage ends 22:25 Speaker 2 begins 24:18 Speaker 2 ends 24:19 Brakhage begins 27:33 Brakhage begins 27:34 Speaker 2 begins 27:46 Speaker 2 ends 27:47 Brakhage begins 34:50 Brakhage ends 34:51 Speaker 2 begins 35:15 Speaker 2 ends 35:16 Brakhage begins 41:52 Brakhage ends 41:53 Speaker 2 begins 42:05 Speaker 2 ends 42:06 Brakhage begins 42:26 End,SegmentSequence,,,Art -- Philosophy,lcsh,,,,,,,,,,,,,,,,,,,,,Motion picture industry -- United States,lcsh,"Brakhage, Stan",naf,"Freud, Sigmund, 1856-1939",naf,Independent filmmakers -- United States -- Interviews,lcsh,,,,,,,,,narv_L50-47BrakhageInterviewKansas3-14-80_1,"Brakhage, Stan",naf,"Brakhage, Stan",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,3/14/1980,audio/mp3,Sound,English,,,1086421,4606,L-50-47+Brakhage+Interview+-+Kansas+3-14-80+-1.jpg
narv_L50-47BrakhageInterviewKansas3-14-80_2,Stan Brakhage on the film industry and teaching film making - Part 2,"Continues 'Stan Brakhage on the film industry and teaching film making - Part 1.' Stan Brakhage describes the ""creative impulse"" and his teaching job. He laments the state of film classes in universities. Brakhage states that artists don't have enough ""leisure"" to create true works of art. Brakhage also mentions wealth as a hindrance to artists.",Abstract,00:00 Stan Brakhage begins 00:26 Brakhage ends 00:27 Speaker 2 begins 00:35 Speaker 2 ends 00:36 Brakhage begins 03:29 Brakhage ends 03:30 Speaker 2 begins 03:39 Speaker 2 ends 03:40 Brakhage begins 08:32 Brakhage ends 08:33 Speaker 2 begins 08:34 Speaker 2 ends 08:40 Brakhage begins 16:12 Brakhage ends 16:13 Discussion between the speakers begins 18:30 End,SegmentSequence,,,Artists,lcsh,,,,,,,,,,,,,,,,,,,,,Motion Pictures -- Study and teaching (Higher) -- United States,lcsh,"Brakhage, Stan",naf,"Creation (Literary, artistic, etc.)",lcsh,Independent filmmakers -- United States -- Interviews,lcsh,,,,,,,,,narv_L50-47BrakhageInterviewKansas3-14-80_2,"Brakhage, Stan",naf,"Brakhage, Stan",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,3/14/1980,audio/mp3,Sound,English,,,1086423,4606,L-50-47+Brakhage+Interview+-+Kansas+3-14-80+-2.jpg
